location,state,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
LENOIRCOLL,North Carolina,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,35.235,-77.5733,1.0,
Ft. Collins - CSU Fa,Colorado,US,pm10,24.0,2019-04-01 15:00:00+00:00,µg/m³,AirNow,40.57126,-105.079765,1.0,
Ft. Collins - CSU Fa,Colorado,US,pm25,13.0,2019-04-01 15:00:00+00:00,µg/m³,AirNow,40.57126,-105.079765,1.0,
Lebanon,Pennsylvania,US,pm25,8.6,2018-02-26 04:00:00+00:00,µg/m³,AirNow,40.33733,-76.383446,1.0,
Lebanon,Pennsylvania,US,o3,0.041,2018-04-18 17:00:00+00:00,ppm,AirNow,40.33733,-76.383446,1.0,
Sumatra,Florida,US,o3,0.032,2019-04-01 19:00:00+00:00,ppm,AirNow,30.1103,-84.9903,1.0,
Ohio DES,Ohio,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,39.954475,-82.75887,1.0,
Foley West,Missouri,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,39.045856,-90.84919,1.0,
MOBILE-KICKAPOO,Oklahoma,US,pm25,3.6,2017-01-18 16:00:00+00:00,µg/m³,AirNow,35.4884,-97.09028,1.0,
MOBILE-KICKAPOO,Oklahoma,US,pm10,7.0,2017-01-18 16:00:00+00:00,µg/m³,AirNow,35.4884,-97.09028,1.0,
MOBILE-KICKAPOO,Oklahoma,US,o3,0.028,2017-01-04 17:00:00+00:00,ppm,AirNow,35.4884,-97.09028,1.0,
Libby Courthouse,Montana,US,pm10,10.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.3841,-115.548,1.0,
Libby Courthouse,Montana,US,pm25,1.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.3841,-115.548,1.0,
Laconia,New Hampshire,US,o3,0.007,2018-10-09 13:00:00+00:00,ppm,AirNow,43.56612,-71.49634,1.0,
Centennial,Wyoming,US,o3,0.052,2019-04-01 19:00:00+00:00,ppm,AirNow,41.3642,-106.2399,1.0,
Laramie Mobile,Wyoming,US,so2,0.0,2018-04-04 15:00:00+00:00,ppm,AirNow,41.30283,-105.586,1.0,
Laramie Mobile,Wyoming,US,o3,0.045,2018-04-04 15:00:00+00:00,ppm,AirNow,41.30283,-105.586,1.0,
Laramie Mobile,Wyoming,US,pm10,26.0,2018-04-04 15:00:00+00:00,µg/m³,AirNow,41.30283,-105.586,1.0,
Laramie Mobile,Wyoming,US,pm25,6.0,2018-04-04 15:00:00+00:00,µg/m³,AirNow,41.30283,-105.586,1.0,
Laramie Mobile,Wyoming,US,no2,0.007,2018-04-04 15:00:00+00:00,ppm,AirNow,41.30283,-105.586,1.0,
Woodstock,New Hampshire,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,43.945,-71.7008,1.0,
Davey,Nebraska,US,o3,0.043,2019-04-01 20:00:00+00:00,ppm,AirNow,40.98497,-96.671425,1.0,
LLCHD BAM,Nebraska,US,pm25,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,40.812557,-96.675735,1.0,
Lubbock 12th Street,Texas,US,pm25,5.0,2018-08-23 19:00:00+00:00,µg/m³,AirNow,33.5853,-101.78698,1.0,
Rexburg PM25,Idaho,US,pm25,0.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.809486,-111.800476,1.0,
Shenandoah NP,Virginia,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,38.5231,-78.4347,1.0,
Shenandoah NP,Virginia,US,pm25,3.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.5231,-78.4347,1.0,
Huntsville Capshaw,Alabama,US,o3,0.044,2019-02-25 17:00:00+00:00,ppm,AirNow,34.7727,-86.7561,1.0,
Port Manatee,Florida,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,27.63861,-82.547775,1.0,
Port Manatee,Florida,US,o3,0.019,2019-03-10 06:00:00+00:00,ppm,AirNow,27.63861,-82.547775,1.0,
Bean,West Virginia,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,39.4452,-79.0691,1.0,
COLUMBUS,Wisconsin,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.3144,-89.1089,1.0,
MADISON EAST,Wisconsin,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.1008,-89.3572,1.0,
MADISON EAST,Wisconsin,US,pm25,6.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.1008,-89.3572,1.0,
MADISON EAST,Wisconsin,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,43.1008,-89.3572,1.0,
Talent - Rapp Lane,Oregon,US,o3,0.002,2018-10-02 14:00:00+00:00,ppm,AirNow,42.229893,-122.7877,1.0,
Medford - Grant & Be,Oregon,US,pm25,0.8,2018-03-09 19:00:00+00:00,µg/m³,AirNow,42.31411,-122.87923,1.0,
Shady Cove - Shady C,Oregon,US,pm25,3.2,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.623226,-122.81016,1.0,
MARION,Arkansas,US,pm25,6.0,2019-04-01 18:00:00+00:00,µg/m³,AirNow,35.1967,-90.1911,1.0,
MARION,Arkansas,US,o3,0.045,2019-04-01 18:00:00+00:00,ppm,AirNow,35.1967,-90.1911,1.0,
ORGILL,Tennessee,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,35.3772,-89.8319,1.0,
FRAYSER,Tennessee,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,35.2175,-90.0194,1.0,
HERNANDO,Mississippi,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,34.820557,-89.98778,1.0,
HERNANDO,Mississippi,US,pm25,4.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.820557,-89.98778,1.0,
SHELBY FARMS,Tennessee,US,pm25,4.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.15159,-89.85022,1.0,
SHELBY FARMS,Tennessee,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,35.15159,-89.85022,1.0,
Modesto - 14th Stree,California,US,o3,0.04,2019-04-01 19:00:00+00:00,ppm,AirNow,37.6583,-120.9936,1.0,
Modesto - 14th Stree,California,US,co,0.22,2019-04-01 19:00:00+00:00,ppm,AirNow,37.6583,-120.9936,1.0,
Modesto - 14th Stree,California,US,pm10,17.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.6583,-120.9936,1.0,
Modesto - 14th Stree,California,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.6583,-120.9936,1.0,
Turlock - S. Minaret,California,US,pm25,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.4883,-120.8358,1.0,
Turlock - S. Minaret,California,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,37.4883,-120.8358,1.0,
Turlock - S. Minaret,California,US,no2,0.004,2019-04-01 19:00:00+00:00,ppm,AirNow,37.4883,-120.8358,1.0,
Nogales Post Office,Arizona,US,pm10,18.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,31.337204,-110.93672,1.0,
Nogales Post Office,Arizona,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,31.337204,-110.93672,1.0,
Lacey-College St,Washington,US,pm25,4.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.0293,-122.8215,1.0,
Yelm-Northern Pacifi,Washington,US,o3,0.027,2018-10-13 20:00:00+00:00,ppm,AirNow,46.9525,-122.5952,1.0,
SOUFIRST,Washington,US,pm25,4.5,2018-07-23 22:00:00+00:00,µg/m³,AirNow,46.66186,-123.7916,1.0,
Wolf Creek,South Carolina,US,o3,0.057,2019-04-01 19:00:00+00:00,ppm,AirNow,34.851536,-82.744576,1.0,
JPRECC,Kentucky,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,37.0581,-88.5725,1.0,
JPRECC,Kentucky,US,pm25,6.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.0581,-88.5725,1.0,
SMITHLD,Kentucky,US,o3,0.046,2019-04-01 18:00:00+00:00,ppm,AirNow,37.1556,-88.3931,1.0,
Lacrosse-Hill St,Washington,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.8153,-117.8739,1.0,
Pullman-Dexter Ave,Washington,US,pm25,2.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.7245,-117.1801,1.0,
Rosalia-Josephine St,Washington,US,pm25,3.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.2313,-117.3685,1.0,
Hamilton PS 46,Montana,US,pm25,2.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.24362,-114.15889,1.0,
Birney,Montana,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,45.36615,-106.48982,1.0,
Birney,Montana,US,pm10,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.36615,-106.48982,1.0,
Birney,Montana,US,pm25,4.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.36615,-106.48982,1.0,
Reading Airport,Pennsylvania,US,pm25,0.9,2019-04-01 20:00:00+00:00,µg/m³,AirNow,40.3833,-75.9686,1.0,
Reading Airport,Pennsylvania,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,40.3833,-75.9686,1.0,
Redding,California,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,40.5497,-122.3792,1.0,
Anderson,California,US,pm25,12.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.4531,-122.2978,1.0,
Anderson,California,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,40.4531,-122.2978,1.0,
Shasta Lake City,California,US,o3,0.04,2019-04-01 19:00:00+00:00,ppm,AirNow,40.6894,-122.4024,1.0,
Lassen Volcanic NP,California,US,o3,0.034,2019-04-01 19:00:00+00:00,ppm,AirNow,40.5403,-121.5764,1.0,
EAST VINTON ELEMENTA,Virginia,US,co,0.4,2019-04-01 19:00:00+00:00,ppm,AirNow,37.2856,-79.8842,1.0,
EAST VINTON ELEMENTA,Virginia,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,37.2856,-79.8842,1.0,
EAST VINTON ELEMENTA,Virginia,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,37.2856,-79.8842,1.0,
EAST VINTON ELEMENTA,Virginia,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,37.2856,-79.8842,1.0,
EAST VINTON ELEMENTA,Virginia,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.2856,-79.8842,1.0,
RUTLAND,Vermont,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,43.60853,-72.98246,1.0,
RUTLAND,Vermont,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,43.60853,-72.98246,1.0,
RUTLAND,Vermont,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,43.60853,-72.98246,1.0,
RUTLAND,Vermont,US,pm25,3.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.60853,-72.98246,1.0,
RUTLAND,Vermont,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,43.60853,-72.98246,1.0,
Thompson Falls HS,Montana,US,pm25,6.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.594395,-115.323746,1.0,
Thompson Falls HS,Montana,US,pm10,14.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.594395,-115.323746,1.0,
Goodland,Kansas,US,pm10,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.3428,-101.702995,1.0,
FRANKLN,Kentucky,US,o3,0.045,2019-04-01 18:00:00+00:00,ppm,AirNow,36.7086,-86.5664,1.0,
Spokane-3rd St S,Washington,US,co,0.3,2016-07-14 18:00:00+00:00,ppm,AirNow,47.6538,-117.4184,1.0,
Colbert-Greenbluff,Washington,US,pm25,13.4,2018-07-18 19:00:00+00:00,µg/m³,AirNow,47.808228,-117.34327,1.0,
Airway Heights-West,Washington,US,pm25,2.9,2018-06-14 19:00:00+00:00,µg/m³,AirNow,47.64535,-117.58903,1.0,
Liberty Lake-E Valey,Washington,US,pm25,6.6,2016-06-13 22:00:00+00:00,µg/m³,AirNow,47.66057,-117.0845,1.0,
Colville-E 1st St,Washington,US,pm25,3.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.54469,-117.90322,1.0,
Colville-E 1st St,Washington,US,pm10,38.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.54469,-117.90322,1.0,
Wellpinit-Spokane Tr,Washington,US,pm25,3.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.8852,-117.9886,1.0,
Flax Pond,New York,US,o3,0.027,2019-02-04 16:00:00+00:00,ppm,AirNow,40.961014,-73.13913,1.0,
Boston-Von Hillern,Massachusetts,US,pm25,11.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.325195,-71.05605,1.0,
Boston-Von Hillern,Massachusetts,US,no2,0.011,2019-04-01 19:00:00+00:00,ppm,AirNow,42.325195,-71.05605,1.0,
Boston-Von Hillern,Massachusetts,US,co,0.15,2019-04-01 19:00:00+00:00,ppm,AirNow,42.325195,-71.05605,1.0,
Salinas AMS,California,US,o3,0.023,2018-07-03 14:00:00+00:00,ppm,AirNow,36.6947,-121.6222,1.0,
Salinas AMS,California,US,pm25,4.0,2018-07-03 14:00:00+00:00,µg/m³,AirNow,36.6947,-121.6222,1.0,
Salinas AMS,California,US,no2,0.002,2018-07-03 14:00:00+00:00,ppm,AirNow,36.6947,-121.6222,1.0,
Salinas AMS,California,US,co,0.3,2018-07-03 14:00:00+00:00,ppm,AirNow,36.6947,-121.6222,1.0,
District Office,California,US,pm25,14.0,2016-07-26 20:00:00+00:00,µg/m³,AirNow,36.572723,-121.80492,1.0,
Carmel Valley AMS,California,US,pm25,0.0,2018-07-03 14:00:00+00:00,µg/m³,AirNow,36.4833,-121.7319,1.0,
Carmel Valley AMS,California,US,o3,0.014,2018-07-03 14:00:00+00:00,ppm,AirNow,36.4833,-121.7319,1.0,
Toro Fire Station,California,US,pm25,10.0,2017-10-06 20:00:00+00:00,µg/m³,AirNow,36.617973,-121.6879,1.0,
Laureles Fire Statio,California,US,pm25,15.0,2017-10-07 18:00:00+00:00,µg/m³,AirNow,36.56927,-121.755295,1.0,
LEWES,Delaware,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,38.7833,-75.1667,1.0,
SEAFORD,Delaware,US,pm25,4.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.6444,-75.6131,1.0,
SEAFORD,Delaware,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,38.6444,-75.6131,1.0,
Archbold Biomedical,Florida,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,27.1889,-81.3403,1.0,
Brownstown,Indiana,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,38.920834,-86.08052,1.0,
Shelton-W Franklin,Washington,US,pm25,6.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.21355,-123.10081,1.0,
Spokane-Monroe St.,Washington,US,pm25,4.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.6997,-117.4263,1.0,
Spokane-Augusta Ave,Washington,US,pm25,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.6725,-117.3649,1.0,
Spokane-Augusta Ave,Washington,US,pm10,32.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.6725,-117.3649,1.0,
Cheney-Turnbull (SO),Washington,US,pm10,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.4164,-117.5298,1.0,
Cheney-Turnbull (SO),Washington,US,o3,0.043,2018-10-05 20:00:00+00:00,ppm,AirNow,47.4164,-117.5298,1.0,
Spokane-E Broadway A,Washington,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.663963,-117.25765,1.0,
Spokane-Greenbluff R,Washington,US,o3,0.016,2018-10-04 14:00:00+00:00,ppm,AirNow,47.8272,-117.2742,1.0,
Weaverville,California,US,pm25,7.0,2019-03-24 10:00:00+00:00,µg/m³,AirNow,40.734722,-122.94111,1.0,
Unionville,Michigan,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,43.61,-83.36,1.0,
Enterprise - US Fore,Oregon,US,pm25,2.5,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.42635,-117.29607,1.0,
Hoxeyville,Michigan,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,44.1809,-85.739,1.0,
Bellingham Pacifc,Washington,US,pm25,8.0,2019-04-01 15:00:00+00:00,µg/m³,AirNow,48.760036,-122.45647,1.0,
Maple Falls-Azure Wa,Washington,US,pm25,4.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.9477,-122.1471,1.0,
Larwill,Indiana,US,no2,0.01,2017-01-03 11:00:00+00:00,ppm,AirNow,41.169724,-85.62944,1.0,
Larwill,Indiana,US,so2,0.0,2017-01-03 11:00:00+00:00,ppm,AirNow,41.169724,-85.62944,1.0,
Larwill,Indiana,US,pm25,6.8,2016-10-27 23:00:00+00:00,µg/m³,AirNow,41.169724,-85.62944,1.0,
Sedgwick,Kansas,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,37.8975,-97.49207,1.0,
WHlthDpt,Kansas,US,pm10,14.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.7011,-97.3139,1.0,
WHlthDpt,Kansas,US,pm25,9.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.7011,-97.3139,1.0,
WHlthDpt,Kansas,US,no2,0.006,2019-04-01 19:00:00+00:00,ppm,AirNow,37.7011,-97.3139,1.0,
WHlthDpt,Kansas,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,37.7011,-97.3139,1.0,
Pawnee & Glenn,Kansas,US,pm10,40.0,2019-04-01 14:00:00+00:00,µg/m³,AirNow,37.6511,-97.3622,1.0,
K96 & Hydraulic,Kansas,US,pm10,9.0,2018-01-09 11:00:00+00:00,µg/m³,AirNow,37.7472,-97.3164,1.0,
Moran,Maryland,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,39.4864,-79.0638,1.0,
Horse Rock,Maryland,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,39.483616,-79.02638,1.0,
Freels,Tennessee,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,35.965,-84.2231,1.0,
Aurora East,Colorado,US,o3,0.052,2019-04-01 17:00:00+00:00,ppm,AirNow,39.638542,-104.56906,1.0,
Aberdeen-Division St,Washington,US,pm25,5.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.9772,-123.8317,1.0,
Taholah-Quinault Tri,Washington,US,pm25,5.6,2018-12-07 23:00:00+00:00,µg/m³,AirNow,47.3398,-124.2918,1.0,
Palo Duro,Texas,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,34.8803,-101.6649,1.0,
Amarillo Texas A&M C,Texas,US,pm25,2.0,2018-07-12 15:00:00+00:00,µg/m³,AirNow,35.2006,-101.9083,1.0,
Leslie,Georgia,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,31.9531,-84.0794,1.0,
Emporia,Indiana,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,40.0025,-85.6569,1.0,
Big Creek,South Carolina,US,o3,0.051,2019-04-01 18:00:00+00:00,ppm,AirNow,34.6232,-82.5321,1.0,
Anderson-Eastside El,Indiana,US,pm25,4.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.125557,-85.65222,1.0,
APPLETON AAL,Wisconsin,US,o3,0.035,2019-04-01 19:00:00+00:00,ppm,AirNow,44.3069,-88.3956,1.0,
APPLETON AAL,Wisconsin,US,pm25,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.3069,-88.3956,1.0,
BAYVIEW,North Carolina,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,35.428,-76.74,1.0,
Red Lake Nation,Minnesota,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.87816,-95.029175,1.0,
Basin,Wyoming,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,44.28,-108.04111,1.0,
Mt Hall,Idaho,US,pm25,6.0,2018-10-18 20:00:00+00:00,µg/m³,AirNow,48.894012,-116.35942,1.0,
Porthill,Idaho,US,pm25,7.0,2018-10-18 19:00:00+00:00,µg/m³,AirNow,48.998333,-116.35942,1.0,
Bonners Ferry Kooten,Idaho,US,pm25,8.2,2017-07-12 16:00:00+00:00,µg/m³,AirNow,48.70555,-116.368965,1.0,
Towanda,Pennsylvania,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,41.705227,-76.512726,1.0,
Towanda,Pennsylvania,US,pm25,3.8,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.705227,-76.512726,1.0,
Big Bend  NP,Texas,US,pm25,1.4,2016-12-20 15:00:00+00:00,µg/m³,AirNow,29.3025,-103.1781,1.0,
Big Bend  NP,Texas,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,29.3025,-103.1781,1.0,
BAY CITY,Michigan,US,pm25,4.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.5714,-83.8908,1.0,
Billings St. Luke's,Montana,US,pm25,8.6,2017-11-28 22:00:00+00:00,µg/m³,AirNow,45.78218,-108.51153,1.0,
Brainerd,Minnesota,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,46.3944,-94.1433,1.0,
Brainerd,Minnesota,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.3944,-94.1433,1.0,
Dayton-W Main,Washington,US,pm25,1.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.318,-117.985,1.0,
Converse County Long,Wyoming,US,pm10,2.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,43.1,-105.5,1.0,
Converse County Long,Wyoming,US,co,0.06,2019-04-01 20:00:00+00:00,ppm,AirNow,43.1,-105.5,1.0,
Converse County Long,Wyoming,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,43.1,-105.5,1.0,
Converse County Long,Wyoming,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,43.1,-105.5,1.0,
Harvard Yards,Ohio,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.446682,-81.66242,1.0,
Fire Station 13,Ohio,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.471783,-81.65679,1.0,
HOUGHTON LAKE,Michigan,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,44.3106,-84.8919,1.0,
HOUGHTON LAKE,Michigan,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,44.3106,-84.8919,1.0,
HOUGHTON LAKE,Michigan,US,pm25,-1.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.3106,-84.8919,1.0,
Cheyenne NCore,Wyoming,US,pm10,15.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.18222,-104.778336,1.0,
Cheyenne NCore,Wyoming,US,o3,0.046,2019-04-01 20:00:00+00:00,ppm,AirNow,41.18222,-104.778336,1.0,
Cheyenne NCore,Wyoming,US,no2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,41.18222,-104.778336,1.0,
Cheyenne NCore,Wyoming,US,so2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,41.18222,-104.778336,1.0,
Cheyenne NCore,Wyoming,US,pm25,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.18222,-104.778336,1.0,
Cheyenne NCore,Wyoming,US,co,0.25,2019-04-01 20:00:00+00:00,ppm,AirNow,41.18222,-104.778336,1.0,
Cheyenne Mobile,Wyoming,US,no2,0.01,2016-12-05 14:00:00+00:00,ppm,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Wyoming,US,o3,0.031,2016-12-05 14:00:00+00:00,ppm,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Wyoming,US,so2,-0.001,2016-12-05 14:00:00+00:00,ppm,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Wyoming,US,pm10,7.0,2017-03-30 15:00:00+00:00,µg/m³,AirNow,41.13,-104.75,1.0,
Cheyenne Mobile,Wyoming,US,pm25,4.5,2017-03-30 15:00:00+00:00,µg/m³,AirNow,41.13,-104.75,1.0,
Laramie County Mobil,Wyoming,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Wyoming,US,pm10,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Wyoming,US,o3,0.049,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Wyoming,US,pm25,2.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.08536,-104.52277,1.0,
Laramie County Mobil,Wyoming,US,so2,0.0,2019-04-01 20:00:00+00:00,ppm,AirNow,41.08536,-104.52277,1.0,
Irmo,South Carolina,US,pm25,25.3,2019-03-15 22:00:00+00:00,µg/m³,AirNow,34.0511,-81.155,1.0,
Irmo,South Carolina,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,34.0511,-81.155,1.0,
FGRLAKES,Missouri,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,39.07803,-92.31632,1.0,
Parklane,South Carolina,US,co,0.0,2019-03-30 16:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,South Carolina,US,o3,0.049,2019-04-01 18:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,South Carolina,US,so2,0.0,2019-04-01 14:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,South Carolina,US,no2,0.007,2016-09-12 14:00:00+00:00,ppm,AirNow,34.0939,-80.9622,1.0,
Parklane,South Carolina,US,pm25,-4.4,2019-04-01 17:00:00+00:00,µg/m³,AirNow,34.0939,-80.9622,1.0,
Sandhill,South Carolina,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,34.1311,-80.8683,1.0,
Sandhill,South Carolina,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,34.1311,-80.8683,1.0,
Bates House,South Carolina,US,pm10,31.0,2017-01-13 14:00:00+00:00,µg/m³,AirNow,33.99151,-81.02414,1.0,
Congaree Bluff,South Carolina,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,33.8147,-80.7811,1.0,
Congaree Bluff,South Carolina,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,33.8147,-80.7811,1.0,
Cayce City Hall,South Carolina,US,pm10,23.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.969147,-81.06629,1.0,
Hope,Indiana,US,pm25,2.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.294323,-85.766846,1.0,
Hope,Indiana,US,no2,0.007,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Hope,Indiana,US,so2,0.0,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Hope,Indiana,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0,
Heath,Ohio,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,40.026035,-82.433,1.0,
